x1,x2,x3,t
-1.837704,-1.199370,20.732475,12.760000
-1.782904,-1.322948,20.209418,12.770000
-1.745286,-1.450889,19.701740,12.780000
-1.723659,-1.583824,19.209249,12.790000
-1.717013,-1.722544,18.731812,12.800000
-1.724517,-1.867975,18.269358,12.810000
-1.745514,-2.021166,17.821883,12.820000
-1.779512,-2.183277,17.389452,12.830000
-1.826184,-2.355571,16.972212,12.840000
-1.885358,-2.539412,16.570396,12.850000
-1.957013,-2.736264,16.184342,12.860000
-2.041274,-2.947692,15.814501,12.870000
-2.138409,-3.175362,15.461463,12.880000
-2.248822,-3.421043,15.125971,12.890000
-2.373055,-3.686612,14.808953,12.900000
-2.511780,-3.974050,14.511550,12.910000
-2.665798,-4.285443,14.235152,12.920000
-2.836039,-4.622969,13.981438,12.930000
-3.023555,-4.988894,13.752428,12.940000
-3.229516,-5.385540,13.550535,12.950000
-3.455204,-5.815264,13.378626,12.960000
-3.702004,-6.280402,13.240093,12.970000
-3.983950,-6.803406,13.158762,12.980000
-4.278222,-7.346849,13.100859,12.990000
-4.598203,-7.931834,13.090634,13.000000
-4.945468,-8.559687,13.134385,13.010000
-5.321539,-9.231083,13.239331,13.020000
-5.727816,-9.945802,13.413651,13.030000
-6.165488,-10.702412,13.666506,13.040000
-6.635423,-11.497904,14.007997,13.050000
-7.138026,-12.327252,14.449038,13.060000
-7.673067,-13.182919,15.001121,13.070000
-8.239479,-14.054333,15.675917,13.080000
-8.835121,-14.927352,16.484692,13.090000
-9.456518,-15.783794,17.437467,13.100000
-10.098586,-16.601109,18.541933,13.110000
-10.754364,-17.352320,19.802076,13.120000
-11.414784,-18.006365,21.216596,13.130000
-12.068520,-18.529005,22.777190,13.140000
-12.701976,-18.884425,24.466930,13.150000
-13.299456,-19.037600,26.258985,13.160000
-13.843587,-18.957373,28.116066,13.170000
-14.316012,-18.620025,29.990943,13.180000
-14.698374,-18.012896,31.828335,13.190000
-14.973521,-17.137461,33.568262,13.200000
-15.126838,-16.011199,35.150647,13.210000
-15.147552,-14.667649,36.520644,13.220000
-15.029807,-13.154392,37.633844,13.230000
-14.773358,-11.529082,38.460466,13.240000
-14.383747,-9.854115,38.987744,13.250000
-13.871916,-8.190835,39.220105,13.260000
-13.253338,-6.594269,39.177243,13.270000
-12.546778,-5.109177,38.890569,13.280000
-11.772881,-3.767859,38.398846,13.290000
-10.952775,-2.589731,37.743795,13.300000
-10.106842,-1.582368,36.966325,13.310000
-9.253747,-0.743509,36.103748,13.320000
-8.409790,-0.063506,35.188093,13.330000
-7.588544,0.472212,34.245398,13.340000
-6.800755,0.880954,33.295758,13.350000
-6.054439,1.181015,32.353884,13.360000
-5.355116,1.390390,31.429921,13.370000
-4.706117,1.525920,30.530349,13.380000
-4.108932,1.602790,29.658858,13.390000
-3.563554,1.634297,28.817112,13.400000
-3.068804,1.631816,28.005377,13.410000
-2.622624,1.604875,27.223015,13.420000
-2.222327,1.561315,26.468852,13.430000
-1.883791,1.501569,25.753995,13.440000
-1.564474,1.442300,25.051293,13.450000
-1.281279,1.381621,24.372299,13.460000
-1.030750,1.322588,23.715570,13.470000
-0.809504,1.267503,23.079785,13.480000
-0.614294,1.218057,22.463754,13.490000
-0.442042,1.175460,21.866423,13.500000
-0.289869,1.140549,21.286863,13.510000
-0.155104,1.113876,20.724257,13.520000
-0.035289,1.095789,20.177890,13.530000
0.071827,1.086489,19.647133,13.540000
0.168294,1.086085,19.131431,13.550000
0.255975,1.094633,18.630292,13.560000
0.336561,1.112174,18.143282,13.570000
0.411584,1.138759,17.670015,13.580000
0.482438,1.174467,17.210148,13.590000
0.550394,1.219432,16.763379,13.600000
0.616618,1.273847,16.329443,13.610000
0.682185,1.337985,15.908116,13.620000
0.748101,1.412200,15.499210,13.630000
0.815312,1.496945,15.102579,13.640000
0.884723,1.592772,14.718122,13.650000
0.957211,1.700346,14.345787,13.660000
1.033636,1.820445,13.985577,13.670000
1.114860,1.953977,13.637557,13.680000
1.201752,2.101977,13.301868,13.690000
1.295207,2.265624,12.978736,13.700000
1.396152,2.446245,12.668485,13.710000
1.505559,2.645324,12.371560,13.720000
1.624458,2.864508,12.088543,13.730000
1.753946,3.105620,11.820183,13.740000
1.895198,3.370664,11.567426,13.750000
2.049475,3.661828,11.331452,13.760000
2.218138,3.981487,11.113716,13.770000
2.402652,4.332205,10.916007,13.780000
2.604594,4.716722,10.740503,13.790000
2.825663,5.137942,10.589850,13.800000
3.067676,5.598897,10.467238,13.810000
3.332573,6.102709,10.376507,13.820000
3.622405,6.652515,10.322248,13.830000
3.939326,7.251371,10.309932,13.840000
4.302176,7.930675,10.372070,13.850000
4.681216,8.637276,10.466242,13.860000
5.094129,9.399954,10.625742,13.870000
5.543075,10.219457,10.860925,13.880000
6.030013,11.095125,11.183640,13.890000
6.556565,12.024366,11.607240,13.900000
7.123833,13.002022,12.146505,13.910000
7.732170,14.019619,12.817390,13.920000
8.380892,15.064528,13.636560,13.930000
9.067946,16.119077,14.620610,13.940000
9.789510,17.159706,15.784903,13.950000
10.539573,18.156301,17.141950,13.960000
11.309499,19.071915,18.699305,13.970000
12.087637,19.863125,20.457010,13.980000
12.859050,20.481336,22.404786,13.990000
13.605443,20.875295,24.519272,14.000000
14.305408,20.994976,26.761876,14.010000
14.935076,20.796743,29.077887,14.020000
15.469250,20.249353,31.397562,14.030000
15.883002,19.339918,33.639739,14.040000
16.153635,18.078624,35.718031,14.050000
16.262800,16.500908,37.549064,14.060000
16.198449,14.666137,39.061490,14.070000
15.956296,12.652520,40.204043,14.080000
15.540496,10.548976,40.950953,14.090000
14.963398,8.445491,41.303547,14.100000
14.244411,6.423865,41.287881,14.110000
13.408184,4.550560,40.949162,14.120000
12.482425,2.872661,40.344437,14.130000
11.495707,1.417069,39.535125,14.140000
10.475534,0.192365,38.580672,14.150000
9.446862,-0.807650,37.534062,14.160000
8.431138,-1.599745,36.439312,14.170000
7.445828,-2.207177,35.330696,14.180000
6.504351,-2.656247,34.233221,14.190000
5.616308,-2.973696,33.163844,14.200000
4.787896,-3.184931,32.133020,14.210000
4.022411,-3.312982,31.146265,14.220000
3.320783,-3.377999,30.205561,14.230000
2.682081,-3.397131,29.310528,14.240000
2.103970,-3.384660,28.459323,14.250000
1.583108,-3.352253,27.649316,14.260000
1.115473,-3.309293,26.877549,14.270000
0.696631,-3.263214,26.141046,14.280000
0.321942,-3.219828,25.437001,14.290000
-0.013278,-3.183617,24.762882,14.300000
-0.313640,-3.158002,24.116478,14.310000
-0.583602,-3.145558,23.495907,14.320000
-0.827406,-3.148215,22.899608,14.330000
-1.049052,-3.167409,22.326317,14.340000
-1.252277,-3.204219,21.775038,14.350000
-1.440552,-3.259478,21.245021,14.360000
-1.617089,-3.333853,20.735738,14.370000
-1.784853,-3.427925,20.246862,14.380000
-1.946578,-3.542241,19.778258,14.390000
-2.104794,-3.677358,19.329973,14.400000
-2.261842,-3.833878,18.902234,14.410000
-2.419902,-4.012472,18.495455,14.420000
-2.581014,-4.213898,18.110241,14.430000
-2.747102,-4.439008,17.747406,14.440000
-2.919989,-4.688750,17.407988,14.450000
-3.101424,-4.964166,17.093276,14.460000
-3.293089,-5.266380,16.804838,14.470000
-3.503774,-5.610619,16.559120,14.480000
-3.721424,-5.970196,16.329763,14.490000
-3.954043,-6.360203,16.133496,14.500000
-4.203157,-6.781762,15.973377,14.510000
-4.470249,-7.235861,15.852943,14.520000
-4.756743,-7.723257,15.776254,14.530000
-5.063984,-8.244370,15.747932,14.540000
-5.393209,-8.799140,15.773190,14.550000
-5.745500,-9.386860,15.857848,14.560000
-6.121731,-10.005976,16.008316,14.570000
-6.522492,-10.653854,16.231551,14.580000
-6.948005,-11.326512,16.534954,14.590000
-7.398017,-12.018331,16.926204,14.600000
-7.871669,-12.721753,17.412997,14.610000
-8.367361,-13.426975,18.002689,14.620000
-8.882592,-14.121696,18.701796,14.630000
-9.413801,-14.790932,19.515372,14.640000
-9.956207,-15.416981,20.446234,14.650000
-10.503673,-15.979583,21.494081,14.660000
-11.048611,-16.456367,22.654529,14.670000
-11.581957,-16.823644,23.918175,14.680000
-12.093234,-17.057583,25.269789,14.690000
-12.570752,-17.135786,26.687805,14.700000
-13.001946,-17.039169,28.144285,14.710000
-13.373874,-16.754011,29.605520,14.720000
-13.673859,-16.273923,31.033360,14.730000
-13.890245,-15.601431,32.387294,14.740000
-14.013195,-14.748863,33.627125,14.750000
-14.035457,-13.738283,34.715962,14.760000
-13.953000,-12.600344,35.623131,14.770000
-13.765422,-11.372150,36.326570,14.780000
-13.476090,-10.094371,36.814341,14.790000
-13.091963,-8.808033,37.085034,14.800000
-12.623133,-7.551443,37.147057,14.810000
-12.082141,-6.357673,37.016991,14.820000
-11.483154,-5.252854,36.717349,14.830000
-10.841110,-4.255406,36.274116,14.840000
-10.170903,-3.376119,35.714421,14.850000
-9.486698,-2.618896,35.064598,14.860000
-8.801394,-1.981929,34.348772,14.870000
-8.126272,-1.459060,33.587987,14.880000
-7.470796,-1.041139,32.799818,14.890000
-6.842566,-0.717240,31.998368,14.900000
-6.247372,-0.475672,31.194525,14.910000
-5.689339,-0.304745,30.396366,14.920000
-5.171108,-0.193323,29.609634,14.930000
-4.694049,-0.131171,28.838206,14.940000
-4.258484,-0.109159,28.084527,14.950000
-3.863890,-0.119338,27.349980,14.960000
-3.509093,-0.154940,26.635193,14.970000
-3.192445,-0.210321,25.940282,14.980000
-2.911967,-0.280869,25.265027,14.990000
-2.665475,-0.362902,24.609010,15.000000
-2.450683,-0.453552,23.971708,15.010000
-2.265284,-0.550658,23.352559,15.020000
-2.107017,-0.652665,22.751003,15.030000
-1.973711,-0.758527,22.166505,15.040000
-1.863325,-0.867625,21.598576,15.050000
-1.773970,-0.979698,21.046776,15.060000
-1.703927,-1.094782,20.510721,15.070000
-1.651658,-1.213156,19.990079,15.080000
-1.615806,-1.335303,19.484575,15.090000
-1.595198,-1.461878,18.993989,15.100000
-1.588842,-1.593681,18.518156,15.110000
-1.595923,-1.731635,18.056970,15.120000
-1.615798,-1.876777,17.610384,15.130000
-1.647986,-2.030245,17.178418,15.140000
-1.692169,-2.193276,16.761162,15.150000
-1.748177,-2.367199,16.358789,15.160000
-1.815990,-2.553441,15.971563,15.170000
-1.895731,-2.753525,15.599855,15.180000
-1.987659,-2.969076,15.244156,15.190000
-2.092168,-3.201823,14.905101,15.200000
-2.209787,-3.453605,14.583490,15.210000
-2.341172,-3.726372,14.280317,15.220000
-2.487110,-4.022187,13.996803,15.230000
-2.648513,-4.343220,13.734437,15.240000
-2.826418,-4.691746,13.495018,15.250000
-3.021985,-5.070128,13.280707,15.260000
-3.236491,-5.480790,13.094089,15.270000
-3.471325,-5.926187,12.938240,15.280000
-3.727975,-6.408751,12.816800,15.290000
-4.021075,-6.952076,12.754633,15.300000
-4.326974,-7.516743,12.716922,15.310000
-4.659587,-8.124856,12.728995,15.320000
-5.020573,-8.777700,12.797632,15.330000
-5.411524,-9.475832,12.930595,15.340000
-5.833884,-10.218802,13.136682,15.350000
-6.288857,-11.004809,13.425729,15.360000
-6.777277,-11.830287,13.808556,15.370000
-7.299458,-12.689426,14.296814,15.380000
-7.854998,-13.573628,14.902693,15.390000
-8.442557,-14.470935,15.638462,15.400000
-9.059602,-15.365468,16.515772,15.410000
-9.702117,-16.236942,17.544703,15.420000
-10.364313,-17.060378,18.732510,15.430000
-11.038347,-17.806129,20.082081,15.440000
-11.714096,-18.440406,21.590181,15.450000
-12.379025,-18.926442,23.245611,15.460000
-13.018228,-19.226462,25.027526,15.470000
-13.614682,-19.304472,26.904259,15.480000
-14.149788,-19.129779,28.833044,15.490000
-14.604207,-18.680911,30.761023,15.500000
-14.959001,-17.949403,32.627811,15.510000
-15.196982,-16.942745,34.369622,15.520000
-15.304146,-15.685747,35.924588,15.530000
-15.270998,-14.219804,37.238564,15.540000
-15.093577,-12.599870,38.270440,15.550000
-14.773988,-10.889514,38.995977,15.560000
-14.320356,-9.154842,39.409451,15.570000
-13.746200,-7.458363,39.522868,15.580000
-13.069307,-5.853824,39.363051,15.590000
-12.310317,-4.382743,38.967317,15.600000
-11.491197,-3.072914,38.378650,15.610000
-10.633812,-1.938729,37.641195,15.620000
-9.758729,-0.982861,36.796650,15.630000
-8.884348,-0.198725,35.881833,15.640000
-8.026349,0.426819,34.927397,15.650000
-7.197458,0.910932,33.957522,15.660000
-6.407451,1.272665,32.990277,15.670000
-5.663336,1.531331,32.038404,15.680000
-4.969652,1.705377,31.110276,15.690000
-4.328822,1.811683,30.210874,15.700000
-3.741522,1.865195,29.342667,15.710000
-3.207044,1.878808,28.506367,15.720000
-2.723615,1.863403,27.701525,15.730000
-2.288688,1.827993,26.926981,15.740000
-1.899185,1.779915,26.181194,15.750000
-1.551693,1.725048,25.462469,15.760000
-1.242627,1.668024,24.769103,15.770000
-0.968355,1.612436,24.099475,15.780000
-0.725290,1.561022,23.452098,15.790000
-0.509962,1.515828,22.825633,15.800000
-0.319062,1.478352,22.218902,15.810000
-0.149476,1.449668,21.630871,15.820000
0.001698,1.430524,21.060644,15.830000
0.137147,1.421433,20.507446,15.840000
0.259343,1.422743,19.970606,15.850000
0.370547,1.434695,19.449548,15.860000
0.472829,1.457473,18.943776,15.870000
0.568076,1.491243,18.452866,15.880000
0.658011,1.536183,17.976456,15.890000
0.744213,1.592513,17.514247,15.900000
0.828135,1.660511,17.065995,15.910000
0.911120,1.740533,16.631510,15.920000
0.994422,1.833028,16.210664,15.930000
1.079224,1.938547,15.803385,15.940000
1.166655,2.057757,15.409669,15.950000
1.257803,2.191449,15.029586,15.960000
1.353737,2.340544,14.663285,15.970000
1.455518,2.506105,14.311012,15.980000
1.564213,2.689342,13.973122,15.990000
1.680911,2.891620,13.650097,16.000000
1.806735,3.114463,13.342566,16.010000
1.942855,3.359564,13.051334,16.020000
2.090497,3.628783,12.777412,16.030000
2.250956,3.924149,12.522054,16.040000
2.425607,4.247864,12.286797,16.050000
2.615909,4.602285,12.073518,16.060000
2.823415,4.989920,11.884490,16.070000
3.049776,5.413396,11.722449,16.080000
3.296737,5.875423,11.590679,16.090000
3.566141,6.378743,11.493095,16.100000
3.859911,6.926046,11.434347,16.110000
4.194933,7.545155,11.443623,16.120000
4.544498,8.188943,11.481656,16.130000
4.924491,8.883183,11.578265,16.140000
5.336870,9.628806,11.742161,16.150000
5.783447,10.425656,11.983304,16.160000
6.265775,11.272082,12.312936,16.170000
6.785012,12.164445,12.743538,16.180000
7.341739,13.096532,13.288679,16.190000
7.935740,14.058882,13.962701,16.200000
8.565734,15.038070,14.780185,16.210000
9.229059,16.015979,15.755135,16.220000
9.921333,16.969169,16.899817,16.230000
10.636085,17.868470,18.223212,16.240000
11.364401,18.678981,19.729094,16.250000
12.094643,19.360696,21.413801,16.260000
12.812280,19.869990,23.263894,16.270000
13.499935,20.162138,25.254038,16.280000
14.137720,20.194937,27.345555,16.290000
14.703924,19.933257,29.486208,16.300000
15.176105,19.354051,31.611738,16.310000
15.532544,18.451067,33.649476,16.320000
15.753950,17.238261,35.523959,16.330000
15.825232,15.750943,37.163959,16.340000
15.737071,14.044027,38.509844,16.350000
15.487024,12.187325,39.519882,16.360000
15.079975,10.258590,40.174243,16.370000
14.527799,8.335558,40.475885,16.380000
13.848334,6.488487,40.448321,16.390000
13.063803,4.774463,40.130914,16.400000
12.198969,3.234198,39.572871,16.410000
11.279288,1.891416,38.827152,16.420000
10.329284,0.754338,37.945270,16.430000
9.371288,-0.181464,36.973554,16.440000
8.424616,-0.929646,35.950993,16.450000
7.505134,-1.509723,34.908475,16.460000
6.625179,-1.944170,33.869052,16.470000
5.793724,-2.256181,32.848860,16.480000
5.016714,-2.468093,31.858339,16.490000
4.297484,-2.600407,30.903507,16.500000
3.637213,-2.671274,29.987139,16.510000
3.035362,-2.696323,29.109761,16.520000
2.490075,-2.688705,28.270447,16.530000
1.998538,-2.659279,27.467414,16.540000
1.579606,-2.609712,26.714024,16.550000
1.183259,-2.561262,25.975919,16.560000
0.829307,-2.512229,25.267285,16.570000
0.513553,-2.466959,24.585983,16.580000
0.231834,-2.428788,23.930093,16.590000
-0.019891,-2.400238,23.297930,16.600000
-0.245489,-2.383194,22.688049,16.610000
-0.448610,-2.379053,22.099231,16.620000
-0.632676,-2.388852,21.530463,16.630000
-0.800864,-2.413364,20.980921,16.640000
-0.956116,-2.453191,20.449943,16.650000
-1.101146,-2.508830,19.937022,16.660000
-1.238452,-2.580733,19.441785,16.670000
-1.370338,-2.669349,18.963988,16.680000
-1.498936,-2.775166,18.503510,16.690000
-1.626219,-2.898737,18.060351,16.700000
-1.754034,-3.040704,17.634634,16.710000
-1.884115,-3.201817,17.226615,16.720000
-2.018110,-3.382946,16.836690,16.730000
-2.157598,-3.585090,16.465413,16.740000
-2.304112,-3.809386,16.113513,16.750000
-2.459149,-4.057106,15.781916,16.760000
-2.624196,-4.329657,15.471777,16.770000
-2.800736,-4.628575,15.184511,16.780000
-2.990264,-4.955509,14.921831,16.790000
-3.194293,-5.312203,14.685794,16.800000
-3.414363,-5.700465,14.478852,16.810000
-3.652040,-6.122125,14.303906,16.820000
-3.908913,-6.578983,14.164372,16.830000
-4.186590,-7.072728,14.064241,16.840000
-4.486673,-7.604843,14.008152,16.850000
-4.810742,-8.176481,14.001458,16.860000
-5.160311,-8.788300,14.050283,16.870000
-5.536782,-9.440262,14.161572,16.880000
-5.941376,-10.131391,14.343108,16.890000
-6.375048,-10.859470,14.603494,16.900000
-6.838378,-11.620698,14.952073,16.910000
-7.331436,-12.409287,15.398764,16.920000
-7.853619,-13.217032,15.953782,16.930000
-8.403468,-14.032862,16.627214,16.940000
-8.978454,-14.842419,17.428413,16.950000
-9.574746,-15.627720,18.365186,16.960000
-10.186985,-16.366989,19.442759,16.970000
-10.808069,-17.034758,20.662540,16.980000
-11.428988,-17.602361,22.020734,16.990000
-12.038745,-18.038934,23.506928,17.000000
-12.624406,-18.313015,25.102829,17.010000
-13.171335,-18.394755,26.781406,17.020000
-13.663634,-18.258658,28.506724,17.030000
-14.084825,-17.886607,30.234750,17.040000
-14.418752,-17.270786,31.915305,17.050000
-14.650646,-16.415996,33.495183,17.060000
-14.768267,-15.340847,34.922184,17.070000
-14.762969,-14.077407,36.149577,17.080000
-14.630559,-12.669166,37.140304,17.090000
-14.371791,-11.167490,37.870219,17.100000
-13.992438,-9.627092,38.329797,17.110000
-13.502897,-8.101247,38.524052,17.120000
-12.917399,-6.637520,38.470773,17.130000
-12.252937,-5.274599,38.197531,17.140000
-11.528063,-4.040555,37.738053,17.150000
-10.761704,-2.952518,37.128607,17.160000
-9.972116,-2.017535,36.404883,17.170000
-9.176067,-1.234201,35.599669,17.180000
-8.388267,-0.594674,34.741403,17.190000
-7.621050,-0.086719,33.853520,17.200000
-6.884278,0.304451,32.954429,17.210000
-6.185403,0.594673,32.057916,17.220000
-5.529661,0.799704,31.173785,17.230000
-4.920323,0.934446,30.308591,17.240000
-4.358994,1.012466,29.466362,17.250000
-3.845910,1.045757,28.649247,17.260000
-3.380224,1.044664,27.858060,17.270000
-2.960261,1.017922,27.092717,17.280000
-2.583751,0.972768,26.352563,17.290000
-2.248015,0.915090,25.636617,17.300000
-1.950128,0.849596,24.943742,17.310000
-1.687047,0.779974,24.272755,17.320000
-1.455709,0.709052,23.622502,17.330000
-1.253110,0.638945,22.991896,17.340000
-1.076359,0.571183,22.379937,17.350000
-0.922719,0.506822,21.785717,17.360000
-0.789631,0.446540,21.208421,17.370000
-0.674730,0.390721,20.647318,17.380000
-0.575853,0.339525,20.101751,17.390000
-0.491033,0.292940,19.571127,17.400000
-0.418501,0.250828,19.054910,17.410000
-0.356670,0.212967,18.552609,17.420000
-0.304132,0.179076,18.063773,17.430000
-0.259639,0.148838,17.587984,17.440000
-0.222095,0.121920,17.124848,17.450000
-0.190538,0.097982,16.673997,17.460000
-0.164132,0.076690,16.235081,17.470000
-0.142149,0.057723,15.807766,17.480000
-0.123964,0.040775,15.391732,17.490000
-0.109036,0.025556,14.986672,17.500000
-0.096904,0.011799,14.592290,17.510000
-0.087175,-0.000745,14.208300,17.520000
-0.079516,-0.012305,13.834424,17.530000
-0.073648,-0.023094,13.470395,17.540000
-0.069335,-0.033307,13.115952,17.550000
-0.066384,-0.043126,12.770841,17.560000
-0.064636,-0.052718,12.434817,17.570000
-0.063962,-0.062244,12.107640,17.580000
-0.064262,-0.071852,11.789079,17.590000
-0.065458,-0.081689,11.478907,17.600000
-0.067493,-0.091894,11.176905,17.610000
-0.070329,-0.102606,10.882860,17.620000
-0.073944,-0.113965,10.596562,17.630000
-0.078333,-0.126112,10.317812,17.640000
-0.083505,-0.139195,10.046412,17.650000
-0.089481,-0.153365,9.782173,17.660000
-0.096295,-0.168786,9.524910,17.670000
-0.103997,-0.185630,9.274444,17.680000
-0.112644,-0.204086,9.030603,17.690000
-0.122311,-0.224355,8.793217,17.700000
-0.133084,-0.246660,8.562127,17.710000
-0.145062,-0.271245,8.337176,17.720000
-0.158361,-0.298376,8.118216,17.730000
-0.173112,-0.328351,7.905103,17.740000
-0.189462,-0.361497,7.697703,17.750000
-0.207578,-0.398179,7.495888,17.760000
-0.227648,-0.438799,7.299537,17.770000
-0.249882,-0.483809,7.108542,17.780000
-0.274516,-0.533707,6.922802,17.790000
-0.301813,-0.589051,6.742229,17.800000
-0.332067,-0.650462,6.566750,17.810000
-0.365608,-0.718631,6.396306,17.820000
-0.402801,-0.794330,6.230859,17.830000
-0.444057,-0.878419,6.070391,17.840000
-0.489834,-0.971859,5.914914,17.850000
-0.540642,-1.075719,5.764470,17.860000
-0.597050,-1.191193,5.619142,17.870000
-0.659694,-1.319613,5.479059,17.880000
-0.729283,-1.462461,5.344410,17.890000
-0.806607,-1.621391,5.215455,17.900000
-0.892549,-1.798243,5.092542,17.910000
-0.988092,-1.995066,4.976126,17.920000
-1.094329,-2.214135,4.866796,17.930000
-1.212481,-2.457976,4.765305,17.940000
-1.343904,-2.729388,4.672608,17.950000
-1.490107,-3.031466,4.589908,17.960000
-1.652763,-3.367621,4.518719,17.970000
-1.833728,-3.741599,4.460929,17.980000
-2.035055,-4.157498,4.418898,17.990000
-2.259008,-4.619769,4.395555,18.000000
-2.508075,-5.133211,4.394534,18.010000
-2.784983,-5.702946,4.420328,18.020000
-3.092697,-6.334363,4.478477,18.030000
-3.434424,-7.033027,4.575786,18.040000
-3.813597,-7.804522,4.720581,18.050000
-4.233847,-8.654233,4.923001,18.060000
-4.698949,-9.587012,5.195315,18.070000
-5.212736,-10.606713,5.552252,18.080000
-5.778970,-11.715546,6.011328,18.090000
-6.401152,-12.913219,6.593108,18.100000
-7.082255,-14.195808,7.321333,18.110000
-7.824367,-15.554331,8.222826,18.120000
-8.628206,-16.973014,9.326988,18.130000
-9.492512,-18.427298,10.664710,18.140000
-10.413299,-19.881732,12.266453,18.150000
-11.382978,-21.288020,14.159234,18.160000
-12.389408,-22.583721,16.362326,18.170000
-13.414971,-23.692282,18.881660,18.180000
-14.435837,-24.525285,21.703229,18.190000
-15.421659,-24.987815,24.786370,18.200000
-16.335983,-24.987528,28.058406,18.210000
-17.137659,-24.447232,31.412736,18.220000
-17.783432,-23.319526,34.712542,18.230000
-18.231662,-21.600553,37.801581,18.240000
-18.446806,-19.338928,40.521722,18.250000
-18.403921,-16.636119,42.734469,18.260000
-18.092287,-13.636446,44.341537,18.270000
-17.517266,-10.508100,45.298998,18.280000
-16.699921,-7.419626,45.621055,18.290000
-15.674454,-4.517876,45.372851,18.300000
-14.484074,-1.912541,44.655109,18.310000
-13.176226,0.330286,43.585436,18.320000
-11.798077,2.186072,42.281085,18.330000
-10.392929,3.664017,40.846323,18.340000
-8.997876,4.796702,39.365450,18.350000
-7.642667,5.629956,37.900827,18.360000
-6.349560,6.214569,36.494406,18.370000
-5.133870,6.600449,35.171165,18.380000
-4.004898,6.833088,33.943162,18.390000
-2.967018,6.951851,32.813375,18.400000
-2.020760,6.989530,31.778929,18.410000
-1.163792,6.972651,30.833567,18.420000
-0.391753,6.922177,29.969425,18.430000
0.301062,6.854356,29.178217,18.440000
0.921167,6.781556,28.451972,18.450000
1.475477,6.713038,27.783453,18.460000
1.971008,6.655605,27.166349,18.470000
2.414658,6.614149,26.595336,18.480000
2.813060,6.592091,26.066048,18.490000
3.172485,6.591722,25.575005,18.500000
3.498781,6.614484,25.119517,18.510000
3.797346,6.661174,24.697592,18.520000
4.073113,6.732108,24.307836,18.530000
4.330560,6.827239,23.949374,18.540000
4.573719,6.946248,23.621776,18.550000
4.806198,7.088602,23.324993,18.560000
5.031202,7.253596,23.059306,18.570000
5.251557,7.440375,22.825282,18.580000
5.469730,7.647939,22.623738,18.590000
5.687854,7.875142,22.455702,18.600000
5.907739,8.120673,22.322385,18.610000
6.130892,8.383032,22.225147,18.620000
6.358521,8.660499,22.165460,18.630000
6.591545,8.951097,22.144872,18.640000
6.830592,9.252552,22.164955,18.650000
7.075999,9.562251,22.227252,18.660000
7.327804,9.877203,22.333210,18.670000
7.585736,10.194003,22.484097,18.680000
7.849206,10.508811,22.680918,18.690000
8.117293,10.817332,22.924302,18.700000
8.388734,11.114832,23.214391,18.710000
8.661915,11.396159,23.550716,18.720000
8.934867,11.655809,23.932063,18.730000
9.205273,11.888019,24.356350,18.740000
9.470478,12.086894,24.820509,18.750000
9.727521,12.246582,25.320391,18.760000
9.973175,12.361477,25.850707,18.770000
10.204009,12.426457,26.405009,18.780000
10.416465,12.437145,26.975734,18.790000
10.606953,12.390169,27.554315,18.800000
10.771963,12.283418,28.131363,18.810000
10.908187,12.116252,28.696919,18.820000
11.012651,11.889665,29.240775,18.830000
11.082840,11.606365,29.752836,18.840000
11.116818,11.270755,30.223510,18.850000
11.113331,10.888827,30.644096,18.860000
11.071883,10.467941,31.007129,18.870000
10.992781,10.016534,31.306676,18.880000
10.877140,9.543749,31.538529,18.890000
10.726861,9.059043,31.700308,18.900000
10.544561,8.571785,31.791457,18.910000
10.333480,8.090882,31.813133,18.920000
10.097362,7.624463,31.768022,18.930000
9.840320,7.179632,31.660083,18.940000
9.566696,6.762310,31.494267,18.950000
9.280922,6.377156,31.276215,18.960000
8.987390,6.027570,31.011978,18.970000
8.690337,5.715755,30.707755,18.980000
8.393756,5.442839,30.369685,18.990000
8.101319,5.209014,30.003672,19.000000
7.816331,5.013710,29.615270,19.010000
7.541695,4.855758,29.209598,19.020000
7.279907,4.733555,28.791308,19.030000
7.033056,4.645210,28.364570,19.040000
6.802843,4.588672,27.933093,19.050000
6.590612,4.561840,27.500150,19.060000
6.397377,4.562645,27.068626,19.070000
6.223863,4.589119,26.641065,19.080000
6.070549,4.639439,26.219717,19.090000
5.937699,4.711959,25.806593,19.100000
5.825407,4.805225,25.403507,19.110000
5.733628,4.917982,25.012121,19.120000
5.662213,5.049171,24.633987,19.130000
5.610934,5.197918,24.270580,19.140000
5.579510,5.363513,23.923332,19.150000
5.567626,5.545399,23.593656,19.160000
5.574952,5.743134,23.282976,19.170000
5.601151,5.956378,22.992742,19.180000
5.645887,6.184849,22.724457,19.190000
5.708835,6.428303,22.479684,19.200000
5.789676,6.686487,22.260064,19.210000
5.888093,6.959112,22.067323,19.220000
6.003773,7.245806,21.903280,19.230000
6.136388,7.546072,21.769844,19.240000
6.285587,7.859242,21.669014,19.250000
6.450980,8.184428,21.602865,19.260000
6.632114,8.520471,21.573531,19.270000
6.828457,8.865885,21.583174,19.280000
7.039365,9.218803,21.633945,19.290000
7.264059,9.576924,21.727933,19.300000
7.501591,9.937464,21.867091,19.310000
7.750814,10.297110,22.053157,19.320000
8.010348,10.651993,22.287551,19.330000
8.278547,10.997667,22.571252,19.340000
8.553474,11.329120,22.904671,19.350000
