x1,x2,x3,l1,l2,l3,t
12.789788,-58.530867,215.703437,4.534115,4.534115,7.277320,4.683000
10.322431,-61.588901,215.316869,4.933774,4.933774,6.416151,4.684000
7.753132,-64.297422,215.088714,5.428009,5.428009,5.391177,4.685000
5.097218,-66.636785,215.034871,6.005359,6.005359,4.227862,4.686000
2.370502,-68.588238,215.167142,6.649034,6.649034,2.961675,4.687000
-0.410791,-70.133776,215.492857,7.337483,7.337483,1.636892,4.688000
-3.230080,-71.256055,216.014575,8.045706,8.045706,0.303920,4.689000
-6.065953,-71.710942,216.827034,8.748340,8.748340,-0.971356,4.690000
-8.901215,-71.933580,217.726291,9.412520,9.412520,-2.155835,4.691000
-11.722850,-71.686596,218.797759,10.020807,10.020807,-3.200972,4.692000
-14.513142,-70.956422,220.023785,10.553610,10.553610,-4.070414,4.693000
-17.254107,-69.731212,221.381860,10.995754,10.995754,-4.737410,4.694000
-19.927505,-68.001357,222.844910,11.336555,11.336555,-5.184924,4.695000
-22.514855,-65.760084,224.381728,11.569495,11.569495,-5.404913,4.696000
-24.997482,-63.004102,225.957537,11.691684,11.691684,-5.397163,4.697000
-27.356575,-59.734284,227.534702,11.703266,11.703266,-5.167979,4.698000
-29.573277,-55.956324,229.073586,11.606852,11.606852,-4.728930,4.699000
-31.628811,-51.681359,230.533557,11.407045,11.407045,-4.095720,4.700000
-33.504636,-46.926478,231.874108,11.110042,11.110042,-3.287226,4.701000
-35.182648,-41.715105,233.056097,10.723334,10.723334,-2.324693,4.702000
-36.645401,-36.077194,234.043040,10.255482,10.255482,-1.231077,4.703000
-37.876376,-30.049212,234.802437,9.715948,9.715948,-0.030505,4.704000
-38.726189,-23.542840,235.176422,9.098446,9.098446,1.264336,4.705000
-39.443980,-16.896080,235.404845,8.450877,8.450877,2.596022,4.706000
-39.890012,-10.005369,235.346694,7.764953,7.764953,3.958565,4.707000
-40.054463,-2.927836,234.997079,7.053084,7.053084,5.326364,4.708000
-39.929863,4.276539,234.359840,6.328450,6.328450,6.673673,4.709000
-39.511309,11.546187,233.447752,5.605049,5.605049,7.974543,4.710000
-38.796633,18.819251,232.282379,4.897750,4.897750,9.202680,4.711000
-37.786507,26.034869,230.893588,4.222355,4.222355,10.331263,4.712000
-36.484471,33.134354,229.318733,3.595628,3.595628,11.332742,4.713000
-34.896888,40.062205,227.601558,3.035300,3.035300,12.178649,4.714000
-33.032831,46.766895,225.790859,2.560029,2.560029,12.839479,4.715000
-30.903900,53.201388,223.938988,2.189271,2.189271,13.284697,4.716000
-28.523982,59.323382,222.100262,1.943022,1.943022,13.482998,4.717000
-25.908976,65.095268,220.329346,1.841365,1.841365,13.402965,4.718000
-23.076489,70.483828,218.679687,1.903692,1.903692,13.014365,4.719000
-20.045524,75.459720,217.202032,2.147443,2.147443,12.290439,4.720000
-16.836181,79.996799,215.943092,2.586153,2.586153,11.211589,4.721000
-13.469381,84.071326,214.944354,3.226617,3.226617,9.770862,4.722000
-9.966622,87.661147,214.241066,4.065194,4.065194,7.981183,4.723000
-6.349787,90.744891,213.861385,5.083818,5.083818,5.883185,4.724000
-2.641007,93.301261,213.825674,6.247177,6.247177,3.550754,4.725000
1.137435,95.308465,214.145949,7.503159,7.503159,1.090034,4.726000
4.963129,96.743835,214.825443,8.788077,8.788077,-1.371084,4.727000
8.813534,97.583681,215.858283,10.035747,10.035747,-3.701169,4.728000
12.665913,97.803395,217.229287,11.186986,11.186986,-5.784285,4.729000
16.497253,97.377842,218.913871,12.195913,12.195913,-7.532606,4.730000
20.284155,96.282029,220.878096,13.031765,13.031765,-8.890034,4.731000
24.002725,94.492057,223.078878,13.677326,13.677326,-9.829033,4.732000
27.628464,91.986332,225.464397,14.125906,14.125906,-10.344509,4.733000
31.136193,88.746999,227.974756,14.378278,14.378278,-10.447595,4.734000
34.500016,84.761551,230.542928,14.440226,14.440226,-10.160584,4.735000
37.693329,80.024519,233.096040,14.320808,14.320808,-9.513249,4.736000
40.688920,74.539183,235.557019,14.031191,14.031191,-8.540258,4.737000
43.459138,68.319154,237.846617,13.583914,13.583914,-7.279370,4.738000
45.976163,61.389736,239.885795,12.992416,12.992416,-5.770106,4.739000
48.212378,53.788914,241.598412,12.270740,12.270740,-4.052735,4.740000
50.140831,45.567861,242.914146,11.433367,11.433367,-2.167471,4.741000
51.735796,36.790847,243.771495,10.495146,10.495146,-0.153852,4.742000
52.778772,27.370395,243.862965,9.444230,9.444230,1.962614,4.743000
53.630026,17.770662,243.670063,8.356676,8.356676,4.106858,4.744000
54.086383,7.877511,242.920119,7.216043,7.216043,6.268132,4.745000
54.133649,-2.207498,241.612807,6.039439,6.039439,8.412172,4.746000
53.761989,-12.379809,239.766595,4.845046,4.845046,10.505562,4.747000
52.966363,-22.535114,237.418637,3.652394,3.652394,12.515193,4.748000
51.746809,-32.572575,234.623762,2.482625,2.482625,14.407552,4.749000
50.108539,-42.397781,231.452605,1.358775,1.358775,16.147867,4.750000
48.061838,-51.925220,227.989010,0.306058,0.306058,17.699126,4.751000
45.621780,-61.080101,224.326883,-0.647845,-0.647845,19.020992,4.752000
42.807761,-69.799401,220.566705,-1.472477,-1.472477,20.068627,4.753000
39.642896,-78.032110,216.811945,-2.134267,-2.134267,20.791445,4.754000
36.153320,-85.738690,213.165588,-2.596169,-2.596169,21.131831,4.755000
32.367433,-92.889848,209.726954,-2.817310,-2.817310,21.023934,4.756000
28.315157,-99.464766,206.588937,-2.752826,-2.752826,20.392883,4.757000
24.027230,-105.448944,203.835738,-2.354322,-2.354322,19.155362,4.758000
19.534592,-110.831841,201.541097,-1.572167,-1.572167,17.223909,4.759000
14.867887,-115.604489,199.766994,-0.362214,-0.362214,14.520146,4.760000
10.057095,-119.757223,198.562739,1.298487,1.298487,11.006064,4.761000
5.131308,-123.277663,197.964369,3.383017,3.383017,6.741264,4.762000
0.118654,-126.149064,197.994231,5.781513,5.781513,1.949051,4.763000
-4.953660,-128.349090,198.660690,8.298483,8.298483,-2.978255,4.764000
-10.059170,-129.849099,199.957849,10.710680,10.710680,-7.595103,4.765000
-15.171888,-130.613979,201.865279,12.846000,12.846000,-11.560556,4.766000
-20.265954,-130.602559,204.347706,14.615203,14.615203,-14.701773,4.767000
-25.315229,-129.768637,207.354710,15.993899,15.993899,-16.978046,4.768000
-30.292867,-128.062628,210.820479,16.992772,16.992772,-18.421267,4.769000
-35.170879,-125.433821,214.663729,17.636904,17.636904,-19.094611,4.770000
-39.919731,-121.833238,218.787910,17.955411,17.955411,-19.071757,4.771000
-44.508003,-117.217010,223.081870,17.977207,17.977207,-18.428316,4.772000
-48.902147,-111.550174,227.421139,17.729658,17.729658,-17.238933,4.773000
-53.066378,-104.810730,231.669991,17.238356,17.238356,-15.576513,4.774000
-56.962735,-96.993720,235.684440,16.527241,16.527241,-13.511971,4.775000
-60.551360,-88.115057,239.316233,15.618742,15.618742,-11.113887,4.776000
-63.791001,-78.214751,242.417861,14.533884,14.533884,-8.447910,4.777000
-66.639784,-67.359170,244.848443,13.292389,13.292389,-5.576027,4.778000
-69.056224,-55.641967,246.480268,11.912844,11.912844,-2.555845,4.779000
-71.000485,-43.183373,247.205590,10.412990,10.412990,0.559914,4.780000
-72.158337,-29.967022,246.451443,8.768258,8.768258,3.728716,4.781000
-73.042381,-16.565288,245.163050,7.089422,7.089422,6.880245,4.782000
-73.363100,-2.909740,242.836699,5.343812,5.343812,9.999249,4.783000
-73.102285,10.818139,239.498690,3.550647,3.550647,13.051496,4.784000
-72.250297,24.438778,235.213742,1.730897,1.730897,16.005405,4.785000
-70.806811,37.782504,230.082668,-0.092274,-0.092274,18.830774,4.786000
-68.781090,50.696805,224.237806,-1.893114,-1.893114,21.497276,4.787000
-66.191758,63.052227,217.836606,-3.642933,-3.642933,23.972722,4.788000
-63.066072,74.746390,211.053956,-5.309736,-5.309736,26.221104,4.789000
-59.438750,85.705853,204.073969,-6.857797,-6.857797,28.200428,4.790000
-55.350457,95.885800,197.081947,-8.247080,-8.247080,29.860272,4.791000
-50.846091,105.267749,190.257155,-9.432423,-9.432423,31.138991,4.792000
-45.972994,113.855685,183.766860,-10.362243,-10.362243,31.960184,4.793000
-40.779249,121.671081,177.761904,-10.976406,-10.976406,32.227717,4.794000
-35.312146,128.747339,172.373846,-11.202515,-11.202515,31.817846,4.795000
-29.616933,135.124109,167.713555,-10.949304,-10.949304,30.565776,4.796000
-23.735874,140.841880,163.870990,-10.094778,-10.094778,28.241914,4.797000
-17.707647,145.937116,160.915839,-8.465823,-8.465823,24.511180,4.798000
-11.567065,150.438108,158.898671,-5.811345,-5.811345,18.879477,4.799000
-5.345087,154.361638,157.852259,-1.828374,-1.828374,10.746108,4.800000
0.930909,157.710464,157.792807,3.451145,3.451145,0.177558,4.801000
7.231206,160.169204,159.219194,8.917317,8.917317,-10.526563,4.802000
13.533577,162.302912,161.116134,13.351901,13.351901,-19.092220,4.803000
19.823963,163.770865,163.952204,16.616106,16.616106,-25.166860,4.804000
26.082974,164.510654,167.681340,18.937040,18.937040,-29.212066,4.805000
32.291144,164.445245,172.240244,20.529813,20.529813,-31.668186,4.806000
38.428000,163.485266,177.546820,21.544458,21.544458,-32.848425,4.807000
44.471118,161.532248,183.498408,22.083467,22.083467,-32.974188,4.808000
50.395217,158.482868,189.970076,22.219631,22.219631,-32.211050,4.809000
56.171313,154.234263,196.813282,22.007578,22.007578,-30.692033,4.810000
61.765983,148.690388,203.855313,21.490688,21.490688,-28.531525,4.811000
67.140789,141.769322,210.899909,20.705067,20.705067,-25.833150,4.812000
72.251947,133.411264,217.729535,19.681664,19.681664,-22.693603,4.813000
77.050304,123.586820,224.109713,18.447204,18.447204,-19.203852,4.814000
81.481708,112.304966,229.795699,17.024529,17.024529,-15.448747,4.815000
85.487874,99.619909,234.541635,15.432815,15.432815,-11.505970,4.816000
89.007780,85.635934,238.111964,-7.445022,13.687968,13.687968,4.817000
91.979637,70.509298,240.294585,-3.326658,11.803396,11.803396,4.818000
94.343395,54.446353,240.914778,0.797152,9.791106,9.791106,4.819000
95.679288,37.588445,239.022580,4.871524,7.602545,7.602545,4.820000
96.655291,20.582770,236.238994,8.859639,5.385800,5.385800,4.821000
96.890403,3.477310,231.737189,3.082564,3.082564,12.745822,4.822000
96.362281,-13.427649,225.596584,0.710655,0.710655,16.507146,4.823000
95.064198,-29.847178,217.965072,-1.709020,-1.709020,20.125452,4.824000
93.006147,-45.528183,209.050744,-4.152484,-4.152484,23.586088,4.825000
90.214820,-60.263043,199.108930,-6.592952,-6.592952,26.876334,4.826000
86.732411,-73.898989,188.426046,-9.001155,-9.001155,29.983476,4.827000
82.614379,-86.342409,177.302122,-11.345596,-11.345596,32.892532,4.828000
77.926392,-97.558033,166.033975,-13.592621,-13.592621,35.583677,4.829000
72.740793,-107.563628,154.900680,-15.706242,-15.706242,38.029592,4.830000
67.132949,-116.421341,144.152518,-17.647754,-17.647754,40.192911,4.831000
61.177820,-124.227045,134.003906,-19.375165,-19.375165,42.023955,4.832000
54.946989,-131.099025,124.630248,-20.842411,-20.842411,43.458661,4.833000
48.506347,-137.167138,116.168185,-21.998069,-21.998069,44.416048,4.834000
41.914468,-142.563210,108.718442,-22.782861,-22.782861,44.793672,4.835000
35.221685,-147.413119,102.350366,-23.124344,-23.124344,44.457746,4.836000
28.469767,-151.830691,97.107331,-22.925257,-22.925257,43.220687,4.837000
21.692105,-155.913295,93.012286,-22.036062,-22.036062,40.787089,4.838000
14.914272,-159.738904,90.072916,-20.179328,-20.179328,36.603322,4.839000
8.154851,-163.364310,88.286071,-16.663911,-16.663911,29.286594,4.840000
1.426423,-166.824183,87.641245,-7.944578,-7.944578,11.744754,4.841000
-5.263353,-170.130705,88.123000,-27.470431,11.701555,11.701555,4.842000
-11.910634,-173.273573,89.712350,-39.583866,17.885421,17.885421,4.843000
-18.514284,-176.220231,92.387089,-46.030627,21.322781,21.322781,4.844000
-25.074793,-178.916263,96.121155,-49.843351,23.527868,23.527868,4.845000
-31.593216,-181.285962,100.883069,-51.956803,24.965547,24.965547,4.846000
-38.070140,-183.233146,106.633547,-52.805830,25.850099,25.850099,4.847000
-44.504664,-184.642348,113.322344,-52.638029,26.301302,26.301302,4.848000
-50.893378,-185.380586,120.884489,-51.614764,26.394641,26.394641,4.849000
-57.229347,-185.299922,129.236026,-49.853716,26.182239,26.182239,4.850000
-63.501080,-184.241097,138.269525,-47.450169,25.703146,25.703146,4.851000
-69.691510,-182.038483,147.849661,-44.488776,24.988861,24.988861,4.852000
-75.776999,-178.526603,157.809285,-41.050038,24.066262,24.066262,4.853000
-81.726420,-173.548365,167.946562,-37.213209,22.958829,22.958829,4.854000
-87.500384,-166.965013,178.023812,-33.056624,21.686717,21.686717,4.855000
-93.050702,-158.667580,187.768831,-28.656344,20.266178,20.266178,4.856000
-98.320235,-148.589327,196.879448,-24.084132,18.708921,18.708921,4.857000
-103.243256,-136.718273,205.031971,-19.405699,17.021907,17.021907,4.858000
-107.746501,-123.108575,211.893905,-14.679727,15.207876,15.207876,4.859000
-111.751055,-107.889156,217.140862,-9.957746,13.266642,13.266642,4.860000
-115.175163,-91.267837,220.476893,-5.284554,11.196928,11.196928,4.861000
-117.937972,-73.529355,221.656735,-0.698791,8.998434,8.998434,4.862000
-119.551677,-54.974139,219.372539,3.736100,6.598253,6.598253,4.863000
-120.758785,-36.313240,215.863870,8.023533,4.173844,4.173844,4.864000
-121.124471,-17.718081,210.001668,12.143942,1.644662,1.644662,4.865000
-120.619952,0.389128,201.913180,16.081974,-0.971432,-0.971432,4.866000
-119.239353,17.615232,191.824975,19.828302,-3.651653,-3.651653,4.867000
-117.001319,33.622325,180.047608,23.379584,-6.369483,-6.369483,4.868000
-113.948677,48.148287,166.952616,26.738014,-9.096299,-9.096299,4.869000
-110.146140,61.019271,152.944887,29.910450,-11.803134,-11.803134,4.870000
-105.676303,72.153119,138.434078,-14.462286,-14.462286,32.907025,4.871000
-100.634470,81.554209,123.808628,-17.048457,-17.048457,35.739295,4.872000
-95.122922,89.301482,109.415115,-19.539275,-19.539275,38.417969,4.873000
-89.245304,95.532133,95.544462,-21.915148,-21.915148,40.950409,4.874000
-83.101651,100.423608,82.425263,-24.158558,-24.158558,43.338160,4.875000
-76.784422,104.176178,70.223452,-26.253097,-26.253097,45.574947,4.876000
-70.375700,106.997749,59.046853,-28.182553,-28.182553,47.645604,4.877000
-63.945560,109.091793,48.952970,-29.930430,-29.930430,49.526334,4.878000
-57.551461,110.648688,39.958392,-31.479985,-31.479985,51.186312,4.879000
-51.238450,111.840211,32.048541,-32.814719,-32.814719,52.590204,4.880000
-45.039960,112.816719,25.186832,-33.918925,-33.918925,53.700742,4.881000
-38.978980,113.706359,19.322697,-34.777867,-34.777867,54.480366,4.882000
-33.069408,114.615716,14.398214,-35.377224,-35.377224,54.891161,4.883000
-27.317465,115.631342,10.353319,-35.701503,-35.701503,54.892537,4.884000
-21.723049,116.821749,7.129705,-35.731156,-35.731156,54.436066,4.885000
-16.280989,118.239527,4.673580,-35.437645,-35.437645,53.456062,4.886000
-10.982154,119.923389,2.937508,-47.244623,-22.304220,51.851845,4.887000
-5.814410,121.899986,1.881508,-58.249140,49.449038,-9.065857,4.888000
-0.763435,124.185429,1.473600,-64.254623,45.892006,0.431393,4.889000
4.149379,126.946865,1.994937,-68.079646,40.096536,10.135299,4.890000
9.023340,129.861163,2.817256,-70.842524,26.563143,26.563143,4.891000
13.830335,133.078466,4.241367,-72.705250,27.608434,27.608434,4.892000
18.587741,136.581128,6.265770,-73.868635,28.352079,28.352079,4.893000
23.312739,140.343541,8.895166,-74.457544,28.856885,28.856885,4.894000
28.022023,144.331789,12.139547,-74.554404,29.164866,29.164866,4.895000
32.731545,148.503069,16.013120,-74.215359,29.305229,29.305229,4.896000
37.456263,152.804941,20.533017,-73.479161,29.298722,29.298722,4.897000
42.209882,157.174434,25.717777,-72.372635,29.160240,29.160240,4.898000
47.004576,161.537079,31.585519,-70.914421,28.900552,28.900552,4.899000
51.850680,165.805947,38.151783,-69.117811,28.527549,28.527549,4.900000
56.756328,169.880789,45.426970,-66.993112,28.047213,28.047213,4.901000
61.727044,173.647406,53.413339,-64.549748,27.464442,27.464442,4.902000
66.765253,176.977416,62.101542,-61.798170,26.783709,26.783709,4.903000
71.869730,179.728602,71.466710,-58.751515,26.009594,26.009594,4.904000
77.034951,181.746090,81.464132,-55.426877,25.147069,25.147069,4.905000
82.250383,182.864600,92.024678,-51.846010,24.201480,24.201480,4.906000
87.499692,182.912059,103.050178,-48.035294,23.178161,23.178161,4.907000
92.759917,181.714834,114.409098,-44.024982,22.081719,22.081719,4.908000
98.000636,179.104794,125.933001,-39.847910,20.915094,20.915094,4.909000
103.183197,174.928296,137.414399,-35.538035,19.678670,19.678670,4.910000
108.260111,169.056999,148.606748,-31.129246,18.369662,18.369662,4.911000
113.174721,161.400143,159.227387,-26.654660,16.982021,16.982021,4.912000
117.861312,151.917567,168.964208,-22.146511,15.506892,15.506892,4.913000
122.245819,140.632339,177.486647,-17.636409,13.933636,13.933636,4.914000
126.247331,127.641485,184.461209,-13.155703,12.251248,12.251248,4.915000
129.780507,113.123004,189.571142,-8.735687,10.450035,10.450035,4.916000
132.758981,97.337319,192.539091,-4.407449,8.523352,8.523352,4.917000
135.099707,80.621604,193.150705,-0.201325,6.469219,6.469219,4.918000
136.332336,63.469682,190.093017,3.794277,4.226802,4.226802,4.919000
137.174104,46.351825,185.780326,7.640264,1.958795,1.958795,4.920000
137.211287,29.593110,179.074178,11.290127,-0.402629,-0.402629,4.921000
136.425225,13.625208,170.162554,14.726826,-2.833909,-2.833909,4.922000
134.822419,-1.165156,159.328949,17.938867,-5.306617,-5.306617,4.923000
132.435202,-14.461015,146.931725,20.920696,-7.789310,-7.789310,4.924000
129.320298,-26.032474,133.376883,23.672711,-10.249705,-10.249705,4.925000
125.555428,-35.744713,119.087964,26.200914,-12.656920,-12.656920,4.926000
121.234371,-43.556467,104.477044,28.516247,-14.983460,-14.983460,4.927000
116.461144,-49.510299,89.920204,30.633707,-17.206737,-17.206737,4.928000
111.343987,-53.717060,75.739742,32.571312,-19.309976,-19.309976,4.929000
105.989799,-56.337358,62.193958,34.348990,-21.282479,-21.282479,4.930000
100.499499,-57.562699,49.474135,35.987434,-23.119286,-23.119286,4.931000
94.964575,-57.598373,37.707397,37.507000,-24.820409,-24.820409,4.932000
89.464887,-56.649384,26.963716,-26.389706,-26.389706,38.926606,4.933000
84.067620,-54.909973,17.265295,-27.833649,-27.833649,40.262747,4.934000
78.827204,-52.556667,8.596778,-29.160086,-29.160086,41.528657,4.935000
73.785939,-49.744419,0.915160,-30.377139,-30.377139,42.733704,4.936000
68.975104,-46.605198,-5.841356,-31.492390,-31.492390,43.883164,4.937000
64.416331,-43.248365,-11.745924,-32.512395,-32.512395,44.978443,4.938000
60.123074,-39.762208,-16.877144,-33.442554,-33.442554,46.017765,4.939000
56.102062,-36.216152,-21.314616,-34.287282,-34.287282,46.997225,4.940000
52.354641,-32.663258,-25.135767,-35.050363,-35.050363,47.912003,4.941000
48.877990,-29.142737,-28.413739,-35.735350,-35.735350,48.757502,4.942000
45.666150,-25.682343,-31.216101,-36.345888,-36.345888,49.530200,4.943000
42.710907,-22.300508,-33.604205,-36.885900,-36.885900,50.228128,4.944000
40.002507,-19.008224,-35.632976,-48.670969,-26.048293,50.850986,4.945000
37.530237,-15.810622,-37.351030,-57.983538,-17.559608,51.399980,4.946000
35.282882,-12.708296,-38.800978,-63.552755,-12.699895,51.877494,4.947000
33.249077,-9.698379,-40.019858,-67.555207,-9.301660,52.286690,4.948000
31.417581,-6.775409,-41.039622,-70.615148,-6.749324,52.631132,4.949000
29.777471,-3.932016,-41.887638,-73.028577,-4.754892,52.914447,4.950000
28.318287,-1.159457,-42.587188,-74.967408,-3.153591,53.140049,4.951000
27.030137,1.551966,-43.157927,-76.543339,-1.839869,53.310940,4.952000
25.903756,4.212592,-43.616317,-77.834191,-0.740968,53.429548,4.953000
25.000858,6.822654,-43.929659,-78.837619,0.176805,53.465068,4.954000
24.236687,9.414477,-44.161893,-79.669392,0.984205,53.452284,4.955000
23.540785,11.998846,-44.358122,-80.404406,53.421530,1.718576,4.956000
22.977111,14.576062,-44.482092,-81.010723,53.340142,2.386447,4.957000
22.539794,17.157183,-44.539237,-81.509089,53.206357,3.009454,4.958000
22.223626,19.753175,-44.533441,-81.915999,53.017319,3.606330,4.959000
22.024040,22.374893,-44.467183,-82.244605,52.768937,4.193918,4.960000
21.937089,25.033059,-44.341655,-82.505379,52.455695,4.788019,4.961000
21.959426,27.738249,-44.156847,-82.706614,52.070379,5.404140,4.962000
22.088273,30.500892,-43.911619,-82.854804,51.603693,6.058252,4.963000
22.321405,33.331252,-43.603740,-82.954931,51.043689,6.767643,4.964000
22.657126,36.239424,-43.229912,-83.010694,50.374929,7.551979,4.965000
23.094246,39.235311,-42.785777,-83.024685,49.577167,8.434794,4.966000
23.632063,42.328604,-42.265901,-82.998517,48.623215,9.445758,4.967000
24.270342,45.528743,-41.663751,-82.932935,47.475239,10.624496,4.968000
25.009299,48.844869,-40.971655,-82.827889,46.077769,12.027655,4.969000
25.849579,52.285763,-40.180745,-82.682587,44.342861,13.743807,4.970000
26.792245,55.859757,-39.280897,-82.495542,42.112529,15.931069,4.971000
27.838755,59.574636,-38.260656,-82.264588,39.029947,18.945937,4.972000
28.990949,63.437502,-37.107156,-81.986898,33.579481,24.303272,4.973000
30.251025,67.454610,-35.806036,-81.658983,28.881509,28.881509,4.974000
31.621523,71.631180,-34.341354,-81.276690,28.807536,28.807536,4.975000
33.105305,75.971150,-32.695499,-80.835189,28.718455,28.718455,4.976000
34.705522,80.476899,-30.849121,-80.328963,28.613052,28.613052,4.977000
36.425592,85.148910,-28.781063,-79.751791,28.489910,28.489910,4.978000
38.269160,89.985377,-26.468328,-79.096741,28.347404,28.347404,4.979000
40.240059,94.981747,-23.886064,-78.356165,28.183697,28.183697,4.980000
42.342260,100.130193,-21.007611,-77.521712,27.996747,27.996747,4.981000
44.579806,105.419008,-17.804601,-76.584360,27.784312,27.784312,4.982000
46.956745,110.831926,-14.247137,-75.534468,27.543963,27.543963,4.983000
49.477036,116.347359,-10.304087,-74.361880,27.273113,27.273113,4.984000
52.144440,121.937560,-5.943503,-73.056069,26.969054,26.969054,4.985000
54.962386,127.567713,-1.133206,-71.606340,26.629014,26.629014,4.986000
57.933817,133.194982,4.158426,-70.002118,26.250233,26.250233,4.987000
61.060991,138.767523,9.961429,-68.233303,25.830066,25.830066,4.988000
64.345253,144.223519,16.302944,-66.290720,25.366095,25.366095,4.989000
67.786763,149.490283,23.205583,-64.166627,24.856260,24.856260,4.990000
71.384167,154.483511,30.685431,-61.855282,24.298976,24.298976,4.991000
75.134217,159.106785,38.749661,-59.353490,23.693218,23.693218,4.992000
79.031330,163.251458,47.393758,-56.661080,23.038541,23.038541,4.993000
83.067078,166.797066,56.598358,-53.781228,22.334983,22.334983,4.994000
87.229616,169.612474,66.325772,-50.720550,21.582837,21.582837,4.995000
91.503046,171.557935,76.516327,-47.488944,20.782278,20.782278,4.996000
95.866739,172.488284,87.084697,-44.099203,19.932877,19.932877,4.997000
100.294623,172.257471,97.916527,-40.566505,19.033075,19.033075,4.998000
104.754493,170.724568,108.865742,-36.907896,18.079708,18.079708,4.999000
109.207381,167.761307,119.753022,-33.141929,17.067707,17.067707,5.000000
113.607077,163.261055,130.366039,-29.288497,15.990031,15.990031,5.001000
117.899894,157.148918,140.462071,-25.368887,14.837909,14.837909,5.002000
122.024793,149.392389,149.773586,-21.405964,13.601369,13.601369,5.003000
125.914015,140.011670,158.017247,-17.424336,12.270048,12.270048,5.004000
129.494331,129.088492,164.906486,-13.450419,10.834228,10.834228,5.005000
132.689040,116.772055,170.167353,-9.512241,9.286009,9.286009,5.006000
135.420734,103.280672,173.556783,-5.638990,7.620538,7.620538,5.007000
137.614816,88.897881,174.881762,-1.860266,5.837174,5.837174,5.008000
139.203589,73.962334,174.017349,1.794881,3.940447,3.940447,5.009000
140.130625,58.851544,170.921174,5.299035,1.940677,1.940677,5.010000
140.354989,43.960543,165.642089,8.627508,-0.145886,-0.145886,5.011000
139.854839,29.677516,158.321232,11.759303,-2.297452,-2.297452,5.012000
138.629897,16.359144,149.184733,14.677867,-4.487655,-4.487655,5.013000
136.702417,4.308676,138.528588,17.371534,-6.686980,-6.686980,5.014000
134.116446,-6.240615,126.697484,19.833641,-8.864522,-8.864522,5.015000
130.935425,-15.134809,114.060302,22.062323,-10.989837,-10.989837,5.016000
127.238407,-22.300933,100.985411,24.060031,-13.034682,-13.034682,5.017000
123.115356,-27.741438,87.818645,25.832832,-14.974424,-14.974424,5.018000
118.662075,-31.523129,74.866103,27.389588,-16.789006,-16.789006,5.019000
113.975317,-33.762689,62.382894,28.741063,-18.463400,-18.463400,5.020000
109.148493,-34.610999,50.567922,29.899024,-19.987578,-19.987578,5.021000
104.268279,-34.238102,39.563975,30.875397,-21.356081,-21.356081,5.022000
99.412243,-32.820155,29.461902,31.681465,-22.567280,-22.567280,5.023000
94.647467,-30.529076,20.307442,32.327145,-23.622477,-23.622477,5.024000
90.030045,-27.525113,12.109412,32.820298,-24.524896,-24.524896,5.025000
85.605286,-23.952113,4.848161,33.166082,-25.278688,-25.278688,5.026000
81.408421,-19.935106,-1.516487,33.366251,-25.887945,-25.887945,5.027000
77.465633,-15.579666,-7.038239,-26.355751,-26.355751,33.418383,5.028000
73.795250,-10.972540,-11.778544,-26.683209,-26.683209,33.314851,5.029000
70.408991,-6.183106,-15.802006,-26.868343,-26.868343,33.041366,5.030000
67.313165,-1.265274,-19.172935,-26.904649,-26.904649,32.574628,5.031000
64.509783,3.740412,-21.952884,-26.778835,-26.778835,31.878208,5.032000
61.997542,8.804688,-24.198983,-26.466710,-26.466710,30.894583,5.033000
59.772675,13.907591,-25.962919,-25.924460,-25.924460,29.527853,5.034000
57.829669,19.036663,-27.290386,-25.066348,-25.066348,27.599235,5.035000
56.161845,24.185371,-28.220884,-31.587804,-15.788617,24.694080,5.036000
54.761843,29.351723,-28.787759,-44.641794,2.774181,19.094572,5.037000
53.621987,34.537095,-29.018390,-50.980943,14.085500,14.085500,5.038000
52.734579,39.745217,-28.934479,-55.265783,16.234633,16.234633,5.039000
52.092116,44.981313,-28.552383,-58.390354,17.827486,17.827486,5.040000
51.687450,50.251357,-27.883465,-60.732563,19.052104,19.052104,5.041000
51.513894,55.561414,-26.934447,-62.496971,20.010230,20.010230,5.042000
51.565296,60.917056,-25.707746,-63.809382,20.764571,20.764571,5.043000
51.836071,66.322817,-24.201802,-64.753164,21.356938,21.356938,5.044000
52.321216,71.781667,-22.411391,-65.386106,21.816642,21.816642,5.045000
53.016290,77.294498,-20.327925,-65.749301,22.164917,22.164917,5.046000
53.917386,82.859603,-17.939766,-65.872289,22.417463,22.417463,5.047000
55.021073,88.472125,-15.232546,-65.776261,22.586027,22.586027,5.048000
56.324328,94.123488,-12.189523,-65.476192,22.679434,22.679434,5.049000
57.824448,99.800785,-8.791988,-64.982341,22.704312,22.704312,5.050000
59.518945,105.486134,-5.019743,-64.301373,22.665607,22.665607,5.051000
61.405419,111.155994,-0.851674,-63.437246,22.566989,22.566989,5.052000
63.481412,116.780464,3.733551,-62.391960,22.411164,22.411164,5.053000
65.744235,122.322568,8.756634,-61.166212,22.200136,22.200136,5.054000
68.190771,127.737555,14.236619,-59.760014,21.935436,21.935436,5.055000
70.817243,132.972255,20.189654,-58.173248,21.618296,21.618296,5.056000
73.618951,137.964539,26.627518,-56.406205,21.249804,21.249804,5.057000
76.589971,142.642937,33.555891,-54.460052,20.830997,20.830997,5.058000
