x1,x2,x3,l1,l2,l3,t
-24.186555,-135.381358,197.649465,15.945904,15.945904,-18.434893,1.387000
-29.364542,-134.210923,201.158722,17.149883,17.149883,-20.281371,1.388000
-34.455553,-132.147073,205.119842,17.954997,17.954997,-21.257821,1.389000
-39.431960,-129.133228,209.440240,18.400998,18.400998,-21.458558,1.390000
-44.264196,-125.115496,214.011572,18.524597,18.524597,-20.974342,1.391000
-48.920403,-120.046545,218.710457,18.358647,18.358647,-19.890622,1.392000
-53.366192,-113.889888,223.399948,17.932572,17.932572,-18.288152,1.393000
-57.564573,-106.624373,227.931921,17.272998,17.272998,-16.243887,1.394000
-61.476085,-98.248626,232.150527,16.404232,16.404232,-13.831381,1.395000
-65.059159,-88.785099,235.896795,15.348566,15.348566,-11.120644,1.396000
-68.270760,-78.283338,239.014335,14.126450,14.126450,-8.177607,1.397000
-71.067307,-66.822051,241.355988,12.756693,12.756693,-5.063428,1.398000
-73.405871,-54.509576,242.791091,11.256739,11.256739,-1.833904,1.399000
-75.245623,-41.482445,243.212884,9.643107,9.643107,1.460848,1.400000
-76.549452,-27.901864,242.545454,7.931944,7.931944,4.776384,1.401000
-77.285668,-13.948157,240.749537,6.139669,6.139669,8.073589,1.402000
-77.429648,0.186552,237.826538,4.283604,4.283604,11.318037,1.403000
-76.965292,14.306907,233.820213,2.382572,2.382572,14.479090,1.404000
-75.886139,28.223405,228.815713,0.457369,0.457369,17.528776,1.405000
-74.196009,41.761184,222.935938,-1.468842,-1.468842,20.440435,1.406000
-71.909110,54.767687,216.335495,-3.370229,-3.370229,23.187138,1.407000
-69.049549,67.118488,209.192814,-5.218020,-5.218020,25.739891,1.408000
-65.650303,78.720821,201.701188,-6.980207,-6.980207,28.065605,1.409000
-61.751734,89.514602,194.059590,-8.621174,-8.621174,30.124883,1.410000
-57.399771,99.471065,186.464062,-10.101165,-10.101165,31.869580,1.411000
-52.643937,108.589338,179.100345,-11.375497,-11.375497,33.240050,1.412000
-47.535374,116.891492,172.138155,-12.393295,-12.393295,34.161693,1.413000
-42.125013,124.416652,165.727295,-13.095334,-13.095334,34.540035,1.414000
-36.461996,131.214733,159.995557,-13.410157,-13.410157,34.252604,1.415000
-30.592448,137.340305,155.048155,-13.246766,-13.246766,33.134237,1.416000
-24.558598,142.846950,150.968371,-12.480419,-12.480419,30.948777,1.417000
-18.398278,147.782349,147.818989,-10.924184,-10.924184,27.332406,1.418000
-12.144758,152.184226,145.644142,-8.273109,-8.273109,21.682281,1.419000
-5.826886,156.077162,144.471205,-4.036511,-4.036511,13.021416,1.420000
0.530541,159.470265,144.312467,2.107793,2.107793,0.707409,1.421000
6.906195,162.355624,145.166348,8.655038,8.655038,-12.250460,1.422000
13.281498,164.707483,147.018046,13.663785,13.663785,-21.971683,1.423000
19.639794,166.482105,149.839529,17.139936,17.139936,-28.472547,1.424000
25.965451,167.618308,153.588868,19.533947,19.533947,-32.660675,1.425000
32.242916,168.038704,158.208967,21.149593,21.149593,-35.152752,1.426000
38.455745,167.651698,163.625787,22.169989,22.169989,-36.326853,1.427000
44.585636,166.354345,169.746243,22.710865,22.710865,-36.429332,1.428000
50.611479,164.036177,176.456001,22.850615,22.850615,-35.635269,1.429000
56.508454,160.584068,183.617477,22.646239,22.646239,-34.080681,1.430000
62.247211,155.888217,191.068409,22.142030,22.142030,-31.880114,1.431000
67.793192,149.849203,198.621430,21.374342,21.374342,-29.136256,1.432000
73.106136,142.385968,206.065127,20.374052,20.374052,-25.944682,1.433000
78.139866,133.444412,213.167045,-22.395515,19.167621,19.167621,1.434000
82.842438,123.006090,219.679054,-18.573209,17.777429,17.777429,1.435000
87.156731,111.096283,225.345332,-14.555487,16.221870,16.221870,1.436000
91.021591,97.790549,229.912978,-10.412232,14.515654,14.515654,1.437000
94.373554,83.218731,233.144911,-6.204805,12.670496,12.670496,1.438000
97.149179,67.565435,234.834298,-1.985933,10.696210,10.696210,1.439000
99.287916,51.066190,234.819310,2.199959,8.602065,8.602065,1.440000
100.735367,33.998906,232.996682,6.316139,6.398165,6.398165,1.441000
101.446690,16.670822,229.332341,10.332881,4.096648,4.096648,1.442000
101.389837,-0.598166,223.867512,14.226741,1.712531,1.712531,1.443000
100.548257,-17.494274,216.719119,17.979798,-0.735870,-0.735870,1.444000
98.922729,-33.728694,208.074018,-3.226961,-3.226961,21.578764,1.445000
96.532041,-49.054432,198.177461,-5.736222,-5.736222,25.013838,1.446000
93.412402,-63.279209,187.317077,-8.236751,-8.236751,28.277236,1.447000
89.615602,-76.273136,175.804263,-10.699815,-10.699815,31.361310,1.448000
85.206119,-87.970667,163.955201,-13.095235,-13.095235,34.256301,1.449000
80.257508,-98.367160,152.073562,-15.391522,-15.391522,36.947815,1.450000
74.848458,-107.511087,140.436508,-17.555706,-17.555706,39.414252,1.451000
69.058906,-115.493328,129.284937,-19.552939,-19.552939,41.624468,1.452000
62.966550,-122.435108,118.818193,-21.346012,-21.346012,43.535933,1.453000
56.643994,-128.475951,109.192858,-22.894783,-22.894783,45.093423,1.454000
50.156634,-133.762728,100.524857,-24.155417,-24.155417,46.227811,1.455000
43.561323,-138.440429,92.893889,-25.078895,-25.078895,46.853812,1.456000
36.905740,-142.644958,86.349213,-25.607738,-25.607738,46.864350,1.457000
30.228352,-146.497901,80.915933,-25.668750,-25.668750,46.117049,1.458000
23.558839,-150.103054,76.601117,-25.156569,-25.156569,44.402316,1.459000
16.918847,-153.544366,73.399301,-23.892247,-23.892247,41.361382,1.460000
10.322947,-156.884931,71.297096,-21.490651,-21.490651,36.221836,1.461000
3.779695,-160.166695,70.276765,-16.624999,-16.624999,26.327280,1.462000
-2.707258,-163.410587,70.318760,-29.679739,11.381870,11.381870,1.463000
-9.138077,-166.616853,71.403233,-42.932420,18.094969,18.094969,1.464000
-15.515694,-169.765458,73.510590,-49.557052,21.575873,21.575873,1.465000
-21.844805,-172.816479,76.621167,-53.504014,23.798201,23.798201,1.466000
-28.130918,-175.710466,80.714086,-55.783980,25.265617,25.265617,1.467000
-34.379451,-178.368839,85.765352,-56.843025,26.199240,26.199240,1.468000
-40.594843,-180.694388,91.745259,-56.927329,26.719785,26.719785,1.469000
-46.779690,-182.572056,98.615145,-56.192411,26.901917,26.901917,1.470000
-52.933870,-183.870169,106.323590,-54.747380,26.796077,26.796077,1.471000
-59.053658,-184.442364,114.802159,-52.676735,26.439040,26.439040,1.472000
-65.130809,-184.130458,123.960865,-50.052614,25.859676,25.859676,1.473000
-71.151640,-182.768542,133.683607,-46.942126,25.082252,25.082252,1.474000
-77.096098,-180.188548,143.823933,-43.411469,24.128149,24.128149,1.475000
-82.936876,-176.227484,154.201612,-39.527590,23.016424,23.016424,1.476000
-88.638619,-170.736420,164.600610,-35.357901,21.763499,21.763499,1.477000
-94.157318,-163.591114,174.769187,-30.968702,20.382386,20.382386,1.478000
-99.440002,-154.703912,184.422865,-26.423179,18.881919,18.881919,1.479000
-104.424867,-144.036218,193.250981,-21.779731,17.266444,17.266444,1.480000
-109.042020,-131.610446,200.927360,-17.091092,15.536235,15.536235,1.481000
-113.214963,-117.520019,207.125243,-12.404251,13.688645,13.688645,1.482000
-116.862973,-101.935736,211.536067,-7.760876,11.719823,11.719823,1.483000
-119.904407,-85.106780,213.890931,-3.197847,9.626698,9.626698,1.484000
-122.260878,-67.354959,213.982829,1.252404,7.408924,7.408924,1.485000
-123.447591,-49.131128,210.550879,5.511038,5.005052,5.005052,1.486000
-124.224121,-30.921462,205.911192,9.626600,2.576096,2.576096,1.487000
-124.159269,-13.015500,198.970451,13.562479,0.052897,0.052897,1.488000
-123.236160,4.177242,189.908821,17.306490,-2.544040,-2.544040,1.489000
-121.461820,20.290319,178.997929,20.852325,-5.189828,-5.189828,1.490000
-118.867778,35.023774,166.581302,24.199547,-7.856769,-7.856769,1.491000
-115.508689,48.160543,153.048669,27.353190,-10.516201,-10.516201,1.492000
-111.459107,59.574158,138.807560,30.322921,-13.140356,-13.140356,1.493000
-106.808824,69.227532,124.255874,33.121761,-15.703910,-15.703910,1.494000
-101.657357,77.164037,109.758578,-18.185016,-18.185016,35.764404,1.495000
-96.108245,83.493049,95.630649,-20.565647,-20.565647,38.265199,1.496000
-90.263745,88.372586,82.127098,-22.831298,-22.831298,40.635931,1.497000
-84.220386,91.991511,69.439753,-24.970132,-24.970132,42.883625,1.498000
-78.065620,94.553263,57.699636,-26.971887,-26.971887,45.008716,1.499000
-71.875662,96.262351,46.983335,-28.826829,-28.826829,47.003991,1.500000
-65.714411,97.314173,37.321722,-30.525102,-30.525102,48.854679,1.501000
-59.633297,97.888144,28.709581,-32.056638,-32.056638,50.539808,1.502000
-53.671812,98.143746,21.115040,-33.411580,-33.411580,52.034567,1.503000
-47.858520,98.218922,14.488100,-34.580963,-34.580963,53.313023,1.504000
-42.212325,98.230199,8.767873,-35.557278,-35.557278,54.350416,1.505000
-36.743856,98.273948,3.888403,-36.334634,-36.334634,55.124412,1.506000
-31.456847,98.428319,-0.216877,-36.908365,-36.908365,55.615030,1.507000
-26.349421,98.755472,-3.611895,-37.274089,-37.274089,55.803275,1.508000
-21.415259,99.303843,-6.355707,-37.426250,-37.426250,55.668586,1.509000
-16.644604,100.110287,-8.501064,-46.165556,-28.546652,55.185038,1.510000
-12.025123,101.201975,-10.093595,-58.361108,54.315761,-15.736629,1.511000
-7.542613,102.598022,-11.171435,-64.651046,53.003891,-8.307275,1.512000
-3.181580,104.310801,-11.765171,-68.889800,51.155561,-2.315188,1.513000
1.074292,106.346969,-11.897999,-71.918489,48.601233,3.246576,1.514000
5.241779,108.708206,-11.586013,-74.106168,44.981487,9.103919,1.515000
9.337822,111.391704,-10.838590,-75.657205,39.191618,16.564413,1.516000
13.379299,114.390403,-9.658815,-76.699055,28.493323,28.493323,1.517000
17.382845,117.693027,-8.043944,-77.316679,28.931324,28.931324,1.518000
21.364704,121.283908,-5.985911,-77.568788,29.222021,29.222021,1.519000
25.340601,125.142636,-3.471858,-77.496544,29.387023,29.387023,1.520000
29.325628,129.243542,-0.484730,-77.128688,29.442065,29.442065,1.521000
33.334132,133.555030,2.996041,-76.484811,29.398589,29.398589,1.522000
37.379596,138.038771,6.993755,-75.577616,29.264809,29.264809,1.523000
41.474502,142.648792,11.533495,-74.414596,29.046478,29.046478,1.524000
45.630176,147.330474,16.640993,-72.999404,28.747482,28.747482,1.525000
49.856593,152.019510,22.341235,-71.333062,28.370330,28.370330,1.526000
54.162156,156.640863,28.656790,-69.415113,27.916600,27.916600,1.527000
58.553409,161.107812,35.605773,-67.244784,27.387353,27.387353,1.528000
63.034708,165.321168,43.199425,-64.822158,26.783533,26.783533,1.529000
67.607821,169.168787,51.439275,-62.149343,26.106313,26.106313,1.530000
72.271458,172.525545,60.313865,-59.231547,25.357382,25.357382,1.531000
77.020728,175.253943,69.795077,-56.077914,24.539063,24.539063,1.532000
81.846520,177.205573,79.834140,-52.701997,23.654229,23.654229,1.533000
86.734812,178.223687,90.357476,-49.121714,22.705955,22.705955,1.534000
91.665935,178.147087,101.262615,-45.358798,21.696908,21.696908,1.535000
96.613803,176.815585,112.414560,-41.437822,20.628576,20.628576,1.536000
101.545180,174.077146,123.643057,-37.385092,19.500490,19.500490,1.537000
106.419025,169.796764,134.741381,-33.227675,18.309648,18.309648,1.538000
111.186035,163.866872,145.467326,-28.992804,17.050288,17.050288,1.539000
115.788499,156.218867,155.547111,-24.707708,15.714123,15.714123,1.540000
120.160592,146.834949,164.682851,-20.399790,14.291023,14.291023,1.541000
124.229297,135.759174,172.564011,-16.096934,12.770089,12.770089,1.542000
127.916064,123.106251,178.882859,-11.827718,11.140988,11.140988,1.543000
131.139335,109.066463,183.353359,-7.621364,9.395451,9.395451,1.544000
133.817954,93.905110,185.732220,-3.507347,7.528751,7.528751,1.545000
135.875355,77.955266,185.840088,0.485342,5.541035,5.541035,1.546000
136.866613,61.740978,182.465432,4.262774,3.382347,3.382347,1.547000
137.484118,45.607120,177.916512,7.902048,1.198797,1.198797,1.548000
137.336067,29.904714,171.135617,11.348954,-1.067127,-1.067127,1.549000
136.410474,15.030272,162.318941,14.586983,-3.391476,-3.391476,1.550000
134.719015,1.333803,151.746864,17.604799,-5.746150,-5.746150,1.551000
132.297185,-10.902402,139.763777,20.396545,-8.100671,-8.100671,1.552000
129.202572,-21.477868,126.752681,22.961814,-10.424192,-10.424192,1.553000
125.511439,-30.279592,113.107911,25.305279,-12.687507,-12.687507,1.554000
121.314027,-37.279342,99.209433,27.436080,-14.864785,-14.864785,1.555000
116.709179,-42.523946,85.401527,29.367011,-16.934883,-16.934883,1.556000
111.798884,-46.120762,71.977655,31.113617,-18.882095,-18.882095,1.557000
106.683312,-48.220815,59.172081,32.693245,-20.696356,-20.696356,1.558000
101.456710,-49.001882,47.157776,34.124114,-22.372935,-22.372935,1.559000
96.204382,-48.653270,36.049419,35.424440,-23.911767,-23.911767,1.560000
91.000794,-47.363364,25.909928,36.611606,-25.316509,-25.316509,1.561000
85.908691,-45.310360,16.759005,37.701450,-26.593504,-26.593504,1.562000
80.979072,-42.656129,8.582354,-27.750720,-27.750720,38.707616,1.563000
76.251787,-39.542790,1.340598,-28.796781,-28.796781,39.641058,1.564000
71.756554,-36.091454,-5.022748,-29.740170,-29.740170,40.509700,1.565000
67.514213,-32.402536,-10.574563,-30.588630,-30.588630,41.318331,1.566000
63.538067,-28.557118,-15.386766,-31.348808,-31.348808,42.068733,1.567000
59.835205,-24.618907,-19.532248,-32.026115,-32.026115,42.760070,1.568000
56.407736,-20.636467,-23.081955,-32.624791,-32.624791,43.389468,1.569000
53.253894,-16.645488,-26.102908,-33.148073,-33.148073,43.952680,1.570000
50.368999,-12.670937,-28.656982,-33.598423,-33.598423,44.444729,1.571000
47.746263,-8.729009,-30.800248,-33.977728,-33.977728,44.860417,1.572000
45.377465,-4.828841,-32.582738,-37.068639,-31.506203,45.194604,1.573000
43.253491,-0.973978,-34.048487,-51.990047,-17.066991,45.442280,1.574000
41.364767,2.836410,-35.235772,-58.377228,-11.025903,45.598408,1.575000
39.701591,6.606508,-36.177457,-62.755800,-6.857185,45.657592,1.576000
38.254399,10.343043,-36.901396,-66.028332,-3.656487,45.613596,1.577000
37.013949,14.054617,-37.430858,-68.568899,-1.045749,45.458711,1.578000
35.971470,17.751186,-37.784937,-70.580490,1.184961,45.182939,1.579000
35.118757,21.443632,-37.978947,-72.189455,3.172930,44.772894,1.580000
34.448241,25.143438,-38.024768,-73.481136,5.019989,44.210185,1.581000
33.953028,28.862417,-37.931168,-74.516255,6.811401,43.468867,1.582000
33.626925,32.612499,-37.704065,-75.339503,8.628893,42.510959,1.583000
33.464444,36.405550,-37.346761,-75.984489,10.564311,41.277696,1.584000
33.460803,40.253219,-36.860127,-76.476794,12.742463,39.669711,1.585000
33.611910,44.166796,-36.242757,-76.835964,15.379014,37.491109,1.586000
33.914345,48.157080,-35.491081,-77.076864,19.021644,34.209647,1.587000
34.365342,52.234240,-34.599453,-77.210631,26.753859,26.753859,1.588000
34.962757,56.407665,-33.560212,-77.245365,26.854365,26.854365,1.589000
35.705041,60.685805,-32.363723,-77.186636,26.920720,26.920720,1.590000
36.591205,65.075978,-30.998397,-77.037863,26.955560,26.955560,1.591000
37.620787,69.584156,-29.450706,-76.800605,26.960746,26.960746,1.592000
38.793813,74.214710,-27.705188,-76.474784,26.937477,26.937477,1.593000
40.110753,78.970120,-25.744466,-76.058863,26.886374,26.886374,1.594000
41.572472,83.850627,-23.549262,-75.549988,26.807553,26.807553,1.595000
43.180180,88.853839,-21.098448,-74.944115,26.700681,26.700681,1.596000
44.935372,93.974279,-18.369128,-74.236118,26.565029,26.565029,1.597000
46.839755,99.202863,-15.336757,-73.419909,26.399514,26.399514,1.598000
48.895171,104.526321,-11.975347,-72.488561,26.202752,26.202752,1.599000
51.103500,109.926545,-8.257740,-71.434453,25.973107,25.973107,1.600000
53.466556,115.379880,-4.156002,-70.249455,25.708747,25.708747,1.601000
55.985952,120.856351,0.358053,-68.925150,25.407719,25.407719,1.602000
58.662949,126.318858,5.312163,-67.453111,25.068028,25.068028,1.603000
61.498282,131.722346,10.732730,-65.825237,24.687737,24.687737,1.604000
64.491940,137.012989,16.643693,-64.034150,24.265071,24.265071,1.605000
67.642925,142.127435,23.065131,-62.073639,23.798530,23.798530,1.606000
70.948960,146.992172,30.011574,-59.939123,23.286988,23.286988,1.607000
74.406153,151.523103,37.489996,-57.628110,22.729755,22.729755,1.608000
78.008613,155.625426,45.497478,-55.140577,22.126587,22.126587,1.609000
81.748010,159.193944,54.018562,-52.479232,21.477602,21.477602,1.610000
85.613084,162.113962,63.022343,-49.649591,20.783083,20.783083,1.611000
89.589105,164.262921,72.459389,-46.659875,20.043188,20.043188,1.612000
93.657294,165.512945,82.258643,-43.520722,19.257553,19.257553,1.613000
97.794227,165.734460,92.324518,-40.244813,18.424867,18.424867,1.614000
101.971238,164.801010,102.534495,-36.846493,17.542506,17.542506,1.615000
106.153889,162.595332,112.737604,-33.341495,16.606256,16.606256,1.616000
110.301537,159.016634,122.754225,-29.746823,15.610250,15.610250,1.617000
114.367096,153.988874,132.377721,-26.080799,14.547117,14.547117,1.618000
118.297079,147.469644,141.378379,-22.363215,13.408378,13.408378,1.619000
122.032019,139.459010,149.510044,-18.615511,12.185059,12.185059,1.620000
125.507388,130.007455,156.519667,-14.860853,10.868499,10.868499,1.621000
128.655090,119.221868,162.159639,-11.124046,9.451294,9.451294,1.622000
131.405587,107.268444,166.202401,-7.431227,7.928306,7.928306,1.623000
133.690654,94.371444,168.456318,-3.809299,6.297655,6.297655,1.624000
135.446666,80.807063,168.781351,-0.285179,4.561598,4.561598,1.625000
136.298320,66.994587,166.154196,3.056223,2.680724,2.680724,1.626000
136.833564,53.236158,162.534099,6.281351,0.778552,0.778552,1.627000
136.720852,39.808203,157.017500,9.339243,-1.191721,-1.191721,1.628000
135.949805,27.037116,149.757557,12.212087,-3.208939,-3.208939,1.629000
134.528940,15.215293,140.973918,14.886062,-5.248618,-5.248618,1.630000
132.485850,4.584889,130.938287,17.351611,-7.284243,-7.284243,1.631000
129.866000,-4.673567,119.956032,19.603449,-9.288742,-9.288742,1.632000
126.730287,-12.446660,108.346067,21.640316,-11.235972,-11.235972,1.633000
123.151612,-18.687566,96.421358,23.464520,-13.102051,-13.102051,1.634000
119.210877,-23.410254,84.472102,25.081311,-14.866387,-14.866387,1.635000
114.992814,-26.679786,72.752991,26.498170,-16.512346,-16.512346,1.636000
110.582065,-28.600343,61.475198,27.724048,-18.027509,-18.027509,1.637000
106.059800,-29.302628,50.803007,28.768610,-19.403565,-19.403565,1.638000
101.501085,-28.931970,40.854435,29.641500,-20.635895,-20.635895,1.639000
96.973057,-27.638067,31.704883,30.351661,-21.722940,-21.722940,1.640000
92.533883,-25.566859,23.392756,30.906691,-22.665425,-22.665425,1.641000
88.232409,-22.854655,15.926059,31.312215,-23.465523,-23.465523,1.642000
84.108344,-19.624359,9.289177,31.571258,-24.125995,-24.125995,1.643000
80.192848,-15.983486,3.449267,31.683551,-24.649334,-24.649334,1.644000
76.509379,-12.023565,-1.638095,31.644678,-25.036887,-25.036887,1.645000
73.074662,-7.820564,-6.024184,-25.287902,-25.287902,31.444934,1.646000
69.899713,-3.435974,-9.763334,-25.398368,-25.398368,31.067602,1.647000
66.990830,1.081708,-12.910045,-25.359369,-25.359369,30.486130,1.648000
64.350518,5.695328,-15.516863,-25.154389,-25.154389,29.659080,1.649000
61.978316,10.377393,-17.632923,-24.754202,-24.754202,28.520136,1.650000
59.871517,15.108462,-19.303001,-24.105580,-24.105580,26.955680,1.651000
58.025783,19.875662,-20.566981,-23.100770,-23.100770,24.743823,1.652000
56.435652,24.671360,-21.459605,-21.460970,-21.460970,21.321402,1.653000
55.094954,29.491995,-22.010445,-38.202232,3.313582,13.199978,1.654000
53.997148,34.337061,-22.244010,-45.727344,12.000651,12.000651,1.655000
53.135575,39.208229,-22.179948,-50.508920,14.396564,14.396564,1.656000
52.503666,44.108587,-21.833298,-53.927663,16.133668,16.133668,1.657000
52.095083,49.041976,-21.214767,-56.474728,17.456683,17.456683,1.658000
51.903823,54.012403,-20.331025,-58.396315,18.488175,18.488175,1.659000
51.924295,59.023511,-19.184984,-59.837457,19.300430,19.300430,1.660000
52.151348,64.078088,-17.776084,-60.891846,19.940336,19.940336,1.661000
52.580293,69.177597,-16.100568,-61.623514,20.440212,20.440212,1.662000
53.206890,74.321718,-14.151760,-62.077743,20.823230,20.823230,1.663000
54.027324,79.507889,-11.920342,-62.287169,21.106457,21.106457,1.664000
55.038161,84.730824,-9.394656,-62.275481,21.302668,21.302668,1.665000
56.236286,89.982030,-6.561026,-62.059815,21.421525,21.421525,1.666000
57.618827,95.249282,-3.404133,-61.652406,21.470372,21.470372,1.667000
59.183066,100.516092,0.092557,-61.061793,21.454801,21.454801,1.668000
60.926325,105.761138,3.946290,-60.293746,21.379076,21.379076,1.669000
62.845841,110.957700,8.174406,-59.352024,21.246464,21.246464,1.670000
64.938612,116.073081,12.793622,-58.239016,21.059498,21.059498,1.671000
67.201232,121.068053,17.819150,-56.956322,20.820193,20.820193,1.672000
69.629689,125.896364,23.263673,-55.505261,20.530225,20.530225,1.673000
72.219140,130.504315,29.136119,-53.887338,20.191059,20.191059,1.674000
74.963659,134.830498,35.440261,-52.104646,19.804044,19.804044,1.675000
77.855950,138.805721,42.173101,-50.160187,19.370442,19.370442,1.676000
80.887027,142.353217,49.323083,-48.058110,18.891402,18.891402,1.677000
84.045864,145.389221,56.868134,-45.803836,18.367869,18.367869,1.678000
87.319021,147.823997,64.773609,-43.404099,17.800438,17.800438,1.679000
90.690240,149.563436,72.990207,-40.866885,17.189159,17.189159,1.680000
94.140041,150.511298,81.452005,-38.201357,16.533339,16.533339,1.681000
97.645318,150.572196,90.074744,-35.417750,15.831355,15.831355,1.682000
101.178974,149.655353,98.754613,-32.527325,15.080532,15.080532,1.683000
104.709622,147.679127,107.367760,-29.542388,14.277115,14.277115,1.684000
108.201389,144.576223,115.770809,-26.476367,13.416349,13.416349,1.685000
111.613891,140.299396,123.802689,-23.343948,12.492689,12.492689,1.686000
114.902417,134.827349,131.288010,-20.161203,11.500142,11.500142,1.687000
118.018403,128.170380,138.042168,-16.945690,10.432719,10.432719,1.688000
120.910232,120.375248,143.878232,-13.716447,9.284982,9.284982,1.689000
123.524421,111.528598,148.615456,-10.493861,8.052667,8.052667,1.690000
125.807199,101.758322,152.089026,-7.299392,6.733318,6.733318,1.691000
127.706459,91.232276,154.160402,-4.155143,5.326904,5.326904,1.692000
129.173998,80.153971,154.727365,-1.083307,3.836343,3.836343,1.693000
129.909665,68.799549,152.984478,1.849860,2.230329,2.230329,1.694000
130.389991,57.452781,150.462745,4.691182,0.607928,0.607928,1.695000
130.347391,46.286483,146.441399,7.401025,-1.068700,-1.068700,1.696000
129.772399,35.544939,141.020378,9.963324,-2.783532,-2.783532,1.697000
128.668994,25.452483,134.347099,12.364808,-4.518136,-4.518136,1.698000
127.054843,16.202382,126.608027,14.595253,-6.252484,-6.252484,1.699000
124.960698,7.948381,118.017535,16.647560,-7.965877,-7.965877,1.700000
122.428991,0.799624,108.805261,18.517653,-9.637906,-9.637906,1.701000
119.511762,-5.180783,99.203275,20.204227,-11.249352,-11.249352,1.702000
116.268118,-9.973786,89.434317,21.708368,-12.782939,-12.782939,1.703000
112.761482,-13.599582,79.702082,23.033074,-14.223870,-14.223870,1.704000
109.056863,-16.110854,70.184153,24.182725,-15.560130,-15.560130,1.705000
105.218367,-17.584987,61.027783,25.162526,-16.782540,-16.782540,1.706000
101.307085,-18.116120,52.348364,25.977936,-17.884599,-17.884599,1.707000
97.379478,-17.807750,44.230168,26.634109,-18.862141,-18.862141,1.708000
93.486250,-16.766335,36.728805,27.135343,-19.712867,-19.712867,1.709000
89.671707,-15.096183,29.874801,27.484511,-20.435771,-20.435771,1.710000
85.973537,-12.895650,23.677760,27.682463,-21.030511,-21.030511,1.711000
82.422924,-10.254609,18.130667,27.727357,-21.496725,-21.496725,1.712000
79.044911,-7.252981,13.213989,27.613799,-21.833280,-21.833280,1.713000
75.858939,-3.960151,8.899378,27.331711,-22.037405,-22.037405,1.714000
72.879476,-0.435040,5.152849,26.864642,-22.103593,-22.103593,1.715000
70.116689,3.273361,1.937403,-22.022052,-22.022052,26.187090,1.716000
67.577118,7.125163,-0.784898,-21.776233,-21.776233,25.259882,1.717000
65.264300,11.088582,-3.051339,-21.338366,-21.338366,24.021518,1.718000
63.179360,15.138889,-4.897400,-20.660314,-20.660314,22.370044,1.719000
61.321522,19.257347,-6.355944,-19.651436,-19.651436,20.118920,1.720000
59.688561,23.430217,-7.456701,-18.110365,-18.110365,16.860658,1.721000
58.277188,27.647819,-8.225965,-15.389107,-15.389107,11.295060,1.722000
57.083367,31.903696,-8.686459,-17.766780,-0.895027,-0.895027,1.723000
56.102578,36.193849,-8.857321,-32.457226,6.436527,6.436527,1.724000
55.330030,40.516068,-8.754178,-39.035383,9.733857,9.733857,1.725000
54.760827,44.869334,-8.389273,-43.382450,11.936583,11.936583,1.726000
54.390090,49.253274,-7.771635,-46.524703,13.557121,13.557121,1.727000
54.213056,53.667689,-6.907269,-48.873021,14.800429,14.800429,1.728000
54.225138,58.112098,-5.799366,-50.642036,15.773569,15.773569,1.729000
54.421964,62.585336,-4.448519,-51.960672,16.540955,16.540955,1.730000
54.799397,67.085153,-2.852953,-52.913191,17.144859,17.144859,1.731000
55.353532,71.607837,-1.008761,-53.557738,17.614668,17.614668,1.732000
56.080676,76.147837,1.089837,-53.935895,17.971634,17.971634,1.733000
56.977318,80.697392,3.450221,-54.078104,18.231570,18.231570,1.734000
58.040079,85.246148,6.081062,-54.006997,18.406483,18.406483,1.735000
59.265648,89.780780,8.991982,-53.739564,18.505641,18.505641,1.736000
60.650708,94.284612,12.193158,-53.288671,18.536288,18.536288,1.737000
62.191844,98.737231,15.694872,-52.664153,18.504166,18.504166,1.738000
63.885437,103.114127,19.506982,-51.873657,18.413887,18.413887,1.739000
65.727545,107.386345,23.638317,-50.923308,18.269219,18.269219,1.740000
67.713761,111.520181,28.095979,-49.818251,18.073304,18.073304,1.741000
69.839060,115.476951,32.884531,-48.563096,17.828811,17.828811,1.742000
72.097623,119.212837,38.005094,-47.162285,17.538050,17.538050,1.743000
74.482650,122.678876,43.454326,-45.620367,17.203030,17.203030,1.744000
76.986144,125.821102,49.223304,-43.942219,16.825474,16.825474,1.745000
79.598691,128.580916,55.296324,-42.133175,16.406793,16.406793,1.746000
82.309213,130.895708,61.649646,-40.199112,15.948028,15.948028,1.747000
85.104723,132.699803,68.250240,-38.146475,15.449757,15.449757,1.748000
87.970076,133.925768,75.054577,-35.982281,14.912006,14.912006,1.749000
90.887719,134.506127,82.007569,-33.714120,14.334166,14.334166,1.750000
93.837475,134.375501,89.041761,-31.350166,13.714924,13.714924,1.751000
96.796356,133.473193,96.076885,-28.899224,13.052263,13.052263,1.752000
99.738446,131.746161,103.019933,-26.370803,12.343496,12.343496,1.753000
102.634863,129.152319,109.765890,-23.775223,11.585383,11.585383,1.754000
105.453839,125.664029,116.199258,-21.123719,10.774300,10.774300,1.755000
108.160955,121.271590,122.196488,-18.428537,9.906488,9.906488,1.756000
110.719536,115.986483,127.629384,-15.702986,8.978344,8.978344,1.757000
113.091267,109.844066,132.369454,-12.961423,7.986767,7.986767,1.758000
115.237005,102.905392,136.293102,-10.219161,6.929529,6.929529,1.759000
117.117825,95.257846,139.287428,-7.492288,5.805638,5.805638,1.760000
118.696250,87.014298,141.256292,-4.797389,4.615698,4.615698,1.761000
119.937635,78.310623,142.126187,-2.151209,3.362200,3.362200,1.762000
